Protein ID,GRAVY
B2-oac-Oscil6304-1227/289-308,0.465
B2-ntt-TAO-0121/262-286,0.065
B2-ntp-CRH09-12565/288-320,-0.025
B2-nti-DNFV4-01883/267-295,0.173
B2-ntg-NSCAC-1556/263-287,0.315
B2-ntd-EGO55-07400/283-313,-0.034
B2-nsr-NS506-03333/289-310,-0.015
B2-nspu-IFM12276-28990/283-307,-0.208
B2-nsm-JO391-16430/263-287,0.376
B2-nsl-BOX37-19885/287-320,0.033
B2-nsal-HWV07-18240/266-298,0.087
B2-nsal-HWV07-17030/267-299,0.005
B2-nre-BES08-09485/276-303,0.248
B2-npn-JI59-14775/278-305,0.066
B2-nph-NP-4770A/266-298,0.179
B2-now-GBF35-17625/268-299,-0.106
B2-novb-ACFFDA-19125/279-306,0.222
B2-nov-TQ38-003970/294-321,0.162
B2-nou-Natoc-1922/265-297,-0.048
B2-not-C7W88-11870/274-303,0.175
B2-nosz-WKK05-19515/291-310,0.341
B2-nor-FA702-16855/272-301,0.073
B2-nom-AAT17-12195/258-279,0.322
B2-nol-NSDW-14960/274-303,-0.05
B2-nog-GKE62-02580/277-306,-0.095
B2-noc-Noc-1042/262-286,0.142
B2-nmv-NITMOv2-1426/267-286,0.308
B2-nmo-Nmlp-3029/266-298,0.108
B2-nml-Namu-2501/276-293,0.278
B2-nmg-Nmag-3904/271-303,-0.035
B2-nmg-Nmag-1004/265-297,-0.009
B2-nko-Niako-7020/257-278,0.418
B2-njo-ABXT42-10635/263-285,0.115
B2-nja-NSJP-2631/269-288,0.094
B2-niz-NNRS527-02523/265-281,0.442
B2-nio-NITINOP-1991/270-290,0.264
B2-nig-C1N62-06000/271-300,0.105
B2-nif-W02-41450/267-286,0.221
B2-nhy-JQS43-19855/274-304,0.04
B2-nhum-PQ457-03660/275-303,0.449
B2-nho-HWV23-16725/266-298,0.145
B2-nhi-B1s21160-03810/283-303,0.141
B2-ngp-LTT66-28895/283-307,-0.114
B2-ngf-FRF71-04745/259-285,0.091
B2-nge-Natgr-2207/265-297,0.005
B2-nfs-OIE67-39520/268-299,0.003
B2-nex-NE857-27020/289-318,0.119
B2-neo-CYG48-12265/273-301,0.213
B2-nel-NELON-09785/263-282,0.273
B2-ned-HUN01-16245/291-310,0.33
B2-nec-KGD82-05620/289-318,0.146
B2-ndr-HT578-08220/291-319,-0.03
B2-nde-NIDE1520/280-303,0.273
B2-ncx-Nocox-41580/275-305,-0.215
B2-ncx-Nocox-12300/268-299,-0.079
B2-ncp-U0041-12490/278-307,0.264
B2-ncg-KGD84-06835/289-319,0.05
B2-ncb-C0V82-18195/268-291,0.227
B2-nat-NJ7G-1607/265-297,0.007
B2-nas-GCU68-01905/265-297,0.067
B2-narc-NTG6680-1456/261-277,0.359
B2-nara-QQ977-09765/264-296,0.051
B2-naka-H7F38-03440/273-307,0.058
B2-nak-EH165-14465/275-293,0.172
B2-naj-B1756-14485/265-297,-0.018
B2-nag-AArcMg-2867/265-297,0.03
B2-nab-B1sIIB91-03635/283-303,0.003
B2-mzh-Mzhil-0947/258-282,0.385
B2-myq-TUM20985-17680/288-314,0.016
B2-myj-BCA37-19215/290-316,0.17
B2-mye-AB431-19425/283-306,0.104
B2-mvj-ACO0C9-08020/257-282,0.061
B2-mvag-D0A34-24660/290-309,0.308
B2-mva-Mvan-1579/289-315,0.018
B2-mur-EQY75-03140/258-279,0.333
B2-mup-A0256-10270/256-277,0.075
B2-mty-MTOK-37860/289-314,-0.082
B2-mtt-Ftrac-1471/259-280,0.245
B2-mtim-DIR46-08620/276-307,0.147
B2-mth-MTH-1808/273-298,0.293
B2-mten-GWK48-09950/255-280,0.395
B2-mtea-DK419-05095/280-300,0.025
B2-mtai-Mtai-v1c24810/257-275,0.386
B2-mtad-M6G65-16735/273-294,0.186
B2-msv-Mesil-1486/260-280,0.305
B2-msut-LC048-10910/261-287,-0.329
B2-msum-OH143-07375/258-274,0.245
B2-msei-MSEDJ-33060/289-315,0.025
B2-msa-Mycsm-04912/289-316,0.148
B2-mrub-DEO27-021525/257-278,0.264
B2-mrub-DEO27-007910/257-278,0.371
B2-mrub-DEO27-000190/256-277,0.129
B2-mros-EHO51-17005/273-294,0.335
B2-mro-MROS-1398/259-280,0.536
B2-mrm-A7982-08938/268-289,0.249
B2-mrk-FIT61-04330/253-278,0.205
B2-mrid-FGU46-00265/258-277,0.393
B2-mri-Mal4-20830/268-293,0.14
B2-mrh-MycrhN-3656/289-315,0.118
B2-mpur-MARPU-13390/277-298,0.38
B2-mpt-Mpe-A1287/270-287,0.077
B2-mpsc-MPSYJ-51560/289-315,0.055
B2-mpro-BJP34-19445/290-309,0.533
B2-mprc-ACQY1X-04350/291-310,0.553
B2-mpq-ABA45-13175/275-301,0.196
B2-mpof-MPOR-18250/288-314,0.14
B2-mpo-Mpop-3201/277-298,0.077
B2-mpli-E1742-17815/274-302,0.097
B2-mph-MLP-17770/272-299,0.107
B2-mpau-ZMTM-12450/262-278,0.558
B2-mpat-MPNTM1-02370/288-314,-0.086
B2-mpae-K0O64-15030/289-319,-0.043
B2-mox-DAMO-1512/265-285,0.391
B2-mom-KUM42-18350/284-309,0.071
B2-mog-MMB17-13940/271-291,0.082
B2-mne-D174-22640/288-313,-0.023
B2-mmes-MMSR116-13505/273-294,-0.055
B2-mmag-MMAD-33600/288-322,-0.051
B2-mmaf-GCM100-12440/261-293,-0.138
B2-mlt-VC82-2330/258-279,0.35
B2-mll-B1R94-10440/285-310,0.059
B2-mlj-MLAC-33490/268-293,0.017
B2-mlir-LPB04-10350/275-303,0.123
B2-mlio-NYZ99-06110/258-279,0.121
B2-mlil-QLS71-001725/258-279,0.125
B2-mku-I2456-08490/289-313,0.038
B2-minw-ACMVY4-10930/272-293,0.31
B2-mik-FOE78-05430/264-298,-0.254
B2-micy-HUW35-15025/278-306,-0.092
B2-micg-GJV80-17615/264-294,0.134
B2-micf-QQG74-01030/274-308,0.311
B2-mic-Mic7113-2704/290-309,0.518
B2-mhol-K3U96-19750/291-317,-0.072
B2-mhk-DFR87-06350/252-277,0.204
B2-mhev-MHEL-34600/285-309,0.045
B2-mhev-MHEL-00240/285-310,0.144
B2-mhek-JMUB5695-04213/289-315,0.056
B2-mhaw-RMN56-10445/274-308,0.383
B2-mhas-MHAS-02871/292-318,0.156
B2-mhai-OHB01-35250/280-309,0.115
B2-mgro-FZ046-15710/288-314,0.049
B2-mgos-DIU38-008630/257-278,0.298
B2-mgk-FSB76-27655/257-278,0.307
B2-mgg-MPLG2-3616/257-274,0.259
B2-mgel-G5B37-14095/258-280,0.152
B2-mfuj-ABC766-26100/273-294,0.249
B2-mfre-EXE63-20940/288-322,-0.271
B2-mfn-Ga0123462-1080/261-289,0.203
B2-mfla-GO485-19145/271-299,0.052
B2-mfa-Mfla-1469/262-278,0.59
B2-meu-ACJ67-06065/261-279,0.233
B2-mets-DK389-00985/280-300,0.231
B2-metr-BSY238-2441/266-288,0.207
B2-metp-C1M51-03610/285-308,0.447
B2-metj-FZP68-06600/263-288,0.097
B2-meti-DK427-17935/283-304,0.216
B2-met-M446-3735/272-292,-0.082
B2-mesq-C7H62-2007/258-279,0.168
B2-meni-GU700-13805/273-294,0.176
B2-memj-MJ1HA-1203/251-276,0.182
B2-meme-HYG87-08510/258-283,0.052
B2-meci-RVU70-09235/273-294,0.36
B2-mec-Q7C-2167/261-278,0.158
B2-mdu-MDUV-31940/288-314,0.081
B2-mdr-MDOR-36050/289-316,0.192
B2-mda-IPZ59-03505/259-280,0.418
B2-mcoo-MCOO-47800/289-315,-0.013
B2-mcn-Mcup-1039/251-276,0.254
B2-mcee-MCEL-16470/289-315,-0.06
B2-mcb-Mycch-1181/288-314,0.055
B2-mcad-Pan265-16500/292-311,0.288
B2-mbat-BN1208-0600/253-278,0.52
B2-mbac-BN1209-0336/266-293,0.279
B2-matg-ACMVPR-17265/264-288,0.187
B2-masw-AM586-05630/276-304,-0.04
B2-marz-MARA-19450/288-314,-0.186
B2-maru-FIU81-16175/263-287,0.166
B2-marm-YQ22-13895/258-279,0.28
B2-mare-EJ994-07510/258-279,0.22
B2-maqe-RJ40-05270/258-283,0.1
B2-many-MANY-19310/286-311,-0.06
B2-malu-KU6B-16350/263-271,-0.152
B2-mali-EYF70-25705/276-307,0.214
B2-lxr-ACRSBM-26420/275-293,0.402
B2-lxr-ACRSBM-18805/286-308,0.323
B2-lvs-LOKVESSMR4R-03623/263-287,0.153
B2-lvn-BWR22-09835/258-279,0.14
B2-lup-ABWK72-17320/258-278,0.257
B2-luo-HHL09-14255/258-278,0.163
B2-lum-CNR27-10975/271-299,0.081
B2-lul-LPB138-00220/258-279,0.441
B2-lsk-J5X98-03395/289-308,0.534
B2-lsc-KIK02-13670/291-310,0.494
B2-lrs-PX52LOC-07201/268-288,0.34
B2-lpnu-KQ929-13915/272-300,0.11
B2-lme-LEUM-1047/274-292,0.201
B2-lix-H2674-13565/290-309,0.439
B2-limt-LTEGF4-15290/268-286,0.505
B2-lim-L103DPR2-02182/261-279,0.478
B2-lim-L103DPR2-00990/269-290,0.28
B2-lih-L63ED372-01026/261-279,0.491
B2-lih-L63ED372-00646/279-300,0.341
B2-lhk-LHK-02043/262-283,0.251
B2-let-O77CONTIG1-00578/289-308,0.328
B2-lept-JVX88-07605/283-301,-0.015
B2-lepi-EDM05-68650/290-309,0.476
B2-lepb-GFS31-33500/289-308,0.423
B2-lep-Lepto7376-2524/315-334,0.434
B2-len-LEP3755-22450/292-311,0.495
B2-leh-C3F35-04350/272-300,0.015
B2-led-BBK82-33225/286-308,0.307
B2-led-BBK82-02110/267-291,0.204
B2-lec-LGMK-03465/274-294,0.25
B2-lcre-Pla8534-10520/286-302,0.159
B2-lamb-KBB96-16090/262-284,0.063
B2-lacs-H4075-02180/257-278,0.321
B2-kut-JJ691-54660/266-286,0.366
B2-kut-JJ691-01440/267-289,0.392
B2-ksl-OG809-35710/271-289,0.053
B2-kri-OX958-16310/287-321,-0.06
B2-kra-Krad-3229/303-332,0.001
B2-kpie-N5580-20490/273-301,-0.042
B2-kos-KORDIASMS9-03094/258-279,0.339
B2-kon-CONE-0403/264-293,0.392
B2-knv-Pan216-46120/286-308,0.11
B2-kki-KKKWG1-1299/264-283,0.358
B2-kga-ST1E-0461/261-290,0.262
B2-kfl-Kfla-3862/286-317,0.093
B2-kde-CDSE-0422/259-285,0.159
B2-kda-EIB71-09470/260-281,0.29
B2-kct-CDEE-0424/262-291,0.081
B2-kco-BWI95-14435/272-300,0.047
B2-kbt-BCUE-0418/261-290,0.237
B2-kbr-Q4V65-40080/267-293,0.426
B2-kau-B6264-24025/287-321,0.339
B2-kaq-L0B70-00715/260-281,0.235
B2-kal-KALB-2031/274-294,0.408
B2-jov-P8627-08235/272-296,0.272
B2-jie-OH818-23225/288-316,0.083
B2-jcy-M6B22-04005/288-320,0.024
B2-jcy-M6B22-00955/278-297,0.071
B2-jav-OXU80-03260/287-310,-0.061
B2-jat-SAMN05892883-3537/282-309,0.094
B2-jan-Jann-0142/263-287,0.307
B2-ipa-Isop-1566/288-315,0.251
B2-ial-IALB-0398/257-279,0.407
B2-hyr-BSY239-1296/272-293,0.333
B2-hyp-A0257-09435/259-280,0.324
B2-hxa-Halxa-2218/267-299,0.02
B2-hwa-HQ-2860A/266-298,0.362
B2-hut-Huta-0143/272-304,0.14
B2-htu-Htur-2699/265-297,-0.069
B2-hti-HTIA-0155/272-304,0.113
B2-hsw-Hsw-1155/263-284,0.406
B2-hsn-DV733-02820/265-297,0.055
B2-hsl-OE-3376F/271-303,0.255
B2-hsf-HLASA-0241/270-302,0.03
B2-hru-Halru-1200/266-298,0.011
B2-hrm-K6T25-12750/266-298,-0.095
B2-hre-K6T36-14350/266-298,0.117
B2-hra-EI982-16630/266-298,0.088
B2-hra-EI982-09600/266-298,0.14
B2-hpse-HPF-15120/272-290,0.472
B2-hpel-HZS54-08250/277-309,0.09
B2-hoh-Hoch-3404/258-276,-0.076
B2-hoh-Hoch-2212/283-310,0.148
B2-hoax-ABWH89-19265/263-285,0.202
B2-hnv-DDQ68-22080/259-280,0.485
B2-hna-Hneap-1548/272-293,0.157
B2-hmu-Hmuk-0276/269-301,0.082
B2-hmt-MTP16-18135/259-280,0.298
B2-hmi-soil367-17415/268-296,-0.026
B2-hma-rrnAC2069/269-301,0.038
B2-hlu-LT972-03130/266-298,0.103
B2-hls-KU306-00335/266-298,0.397
B2-hlr-HALLA-15990/265-297,0.025
B2-hlm-DV707-06370/266-298,0.218
B2-hlc-CHINAEXTREME08680/267-299,0.038
B2-hla-Hlac-2476/268-300,0.105
B2-hka-R5M92-13635/275-303,-0.112
B2-hje-HacjB3-05935/269-301,0.194
B2-hhy-Halhy-2488/257-278,0.193
B2-hhsr-HSR6-0305/266-298,0.248
B2-hhk-HH1059-06230/277-300,0.257
B2-hhg-XM38-038820/290-309,0.52
B2-hhc-M911-10415/261-287,-0.15
B2-hhc-M911-10380/273-297,0.087
B2-hhb-Hhub-3183/273-305,0.292
B2-hha-Hhal-1618/277-300,-0.074
B2-hfl-PUV54-16180/281-312,0.033
B2-hds-HSR122-1469/265-297,0.032
B2-hdo-MUK72-08405/265-297,0.175
B2-hdl-HALDL1-13215/265-297,0.28
B2-hdf-AArcSl-1202/266-298,-0.008
B2-hda-BB347-09695/265-297,-0.109
B2-hcz-G9Q37-00095/280-302,0.365
B2-hbs-IPV69-04900/288-307,0.092
B2-hbo-Hbor-10680/266-298,0.061
B2-hayc-NGM10-11625/266-298,0.006
B2-hayc-NGM10-02430/266-298,0.076
B2-haxy-NGM07-00960/266-298,0.199
B2-hau-Haur-2703/293-321,0.263
B2-harc-HARCEL1-05885/273-305,0.04
B2-hara-AArcS-2865/266-298,0.071
B2-hao-PCC7418-3681/290-309,0.519
B2-halx-M0R89-11950/266-298,0.197
B2-halu-HUG12-16800/266-298,0.045
B2-halr-EFA46-012305/271-303,0.192
B2-haln-B4589-011200/266-298,0.261
B2-halm-FCF25-03135/266-298,0.079
B2-hali-BV210-13235/267-299,0.016
B2-halg-HUG10-00780/267-299,-0.011
B2-halb-EKH57-12700/268-300,-0.022
B2-hala-Hrd1104-11125/272-304,0.016
B2-hakz-J0X25-02290/265-297,0.038
B2-hahs-HSRCO-0378/270-302,0.048
B2-hah-Halar-2120/266-298,0.255
B2-hae-halTADL-0465/293-325,0.021
B2-habo-JRZ79-05680/266-298,0.17
B2-haad-MW046-14475/266-298,-0.03
B2-gvi-glr1744/299-317,0.338
B2-grs-C7S20-00835/258-279,0.231
B2-grl-LPB144-00255/258-279,0.296
B2-gpn-Pan110-09830/273-298,0.162
B2-goo-HUN08-10615/285-306,-0.044
B2-gog-C1280-25150/293-313,0.404
B2-gob-Gobs-3310/281-315,-0.028
B2-glt-GlitD10-1308/279-299,0.558
B2-glp-Glo7428-1901/291-310,0.323
B2-glj-GKIL-0569/272-291,0.394
B2-gim-F1728-09715/273-298,0.215
B2-ggr-HKW67-02460/356-384,0.286
B2-gfm-Enr17x-10890/273-298,0.03
B2-gfl-GRFL-0483/263-284,0.231
B2-ges-VT84-01710/303-323,0.492
B2-geh-HYN69-05490/278-302,0.366
B2-gee-GM3708-3218/290-309,0.543
B2-gba-J421-1840/290-316,0.15
B2-gax-Pan161-25520/273-293,0.4
B2-gaw-V144x-48700/274-299,0.172
B2-gaa-HX109-10320/261-283,0.258
B2-fyt-QF092-06635/263-287,0.134
B2-fuv-JR347-10505/257-278,0.407
B2-ftj-FTUN-1866/284-304,0.436
B2-fte-Fluta-0935/257-278,0.208
B2-fsn-GS03-02529/258-279,0.31
B2-fse-DI487-03400/257-279,0.461
B2-fsd-LXD69-00480/257-279,0.45
B2-fre-Franean1-5716/278-300,-0.014
B2-frb-AB6B37-04940/273-300,0.095
B2-fra-Francci3-0820/282-304,0.083
B2-fpul-ACBV55-19335/272-300,0.002
B2-fpsz-AMR72-05205/258-279,0.235
B2-fpho-SHINM1-007680/265-281,0.556
B2-fpf-DCC35-01745/257-278,0.492
B2-fpb-NLJ00-00355/258-279,0.272
B2-for-FORMB-04990/258-279,0.088
B2-fop-FNB79-02000/257-278,0.46
B2-foh-FORMA-06000/258-279,0.14
B2-fml-FMIA91-20930/273-298,-0.219
B2-fmg-HYN48-07475/258-279,0.245
B2-flu-CHH17-15395/257-278,0.091
B2-flr-ABFU83-17680/257-278,0.3
B2-flr-ABFU83-17630/257-278,0.276
B2-flo-K1I41-11705/258-279,0.314
B2-fln-FLA-3502/257-278,0.309
B2-flm-MY04-1515/257-278,0.238
B2-fld-ABNE31-07535/258-280,0.252
B2-fla-SY85-20310/258-279,0.205
B2-fki-FK004-18785/257-278,0.288
B2-fix-M8332-06445/271-289,0.308
B2-fis-FIS3754-40480/291-310,0.392
B2-fgi-OP10G-1131/283-298,0.218
B2-fgg-FSB75-11345/258-280,0.198
B2-fei-K9M53-11665/257-278,0.249
B2-fco-FCOL-07420/260-282,0.334
B2-fbu-UJ101-02154/259-280,0.352
B2-fbt-D770-17125/259-280,0.344
B2-fbr-FBFL15-2141/258-279,0.21
B2-fbe-FF125-10075/257-278,0.267
B2-fbc-FB2170-07629/257-278,0.237
B2-fba-FIC-01506/260-281,0.209
B2-fay-Q4Q34-00315/258-279,0.148
B2-faq-G5B39-11915/287-311,0.28
B2-fam-OYT1-ch0654/261-277,0.361
B2-falb-HYN59-11340/257-278,0.317
B2-fak-FUA48-16900/258-279,0.413
B2-fag-K5I29-06215/257-278,0.477
B2-fae-FAES-0892/257-278,0.361
B2-eva-EIB75-07720/257-278,0.237
B2-euz-DVS28-a3644/309-343,0.338
B2-est-DN752-10570/259-280,0.386
B2-erz-ER308-05440/265-296,-0.259
B2-eryz-F7D01-09715/295-323,0.226
B2-eryt-KDC96-00055/282-310,0.064
B2-erys-LY632-04635/295-323,-0.086
B2-ery-CP97-13035/286-313,-0.002
B2-erk-CD351-14895/296-324,0.051
B2-eps-L0Y14-06690/261-278,0.709
B2-epl-P4G45-10030/278-301,0.26
B2-eol-Emtol-1509/257-278,0.317
B2-enn-FRE64-16095/290-309,0.435
B2-enj-QRD42-07520/272-300,-0.116
B2-emv-HQR01-12390/298-326,0.091
B2-emi-Emin-0026/253-268,0.336
B2-emg-BBD33-08450/257-278,0.214
B2-emar-D1013-15310/258-279,0.231
B2-elt-FGE20-11570/257-278,0.045
B2-elio-KO353-03120/262-284,0.349
B2-eli-ELI-09895/304-332,0.116
B2-eke-EK0264-01895/264-294,0.102
B2-egn-BMF35-a1135/285-312,-0.156
B2-ege-EM595-0217/272-300,0.084
B2-efal-FH779-06985/257-278,0.169
B2-eda-GWR55-08000/278-301,-0.003
B2-ebk-PF049-12845/293-321,0.245
B2-dys-G7050-08300/257-276,0.285
B2-dvc-Dvina-53025/274-308,0.243
B2-dtae-LAJ19-08015/273-297,0.282
B2-dsn-HWI92-08665/257-278,0.238
B2-dsh-Dshi-3509/276-300,0.321
B2-dsc-ABOD76-05320/262-281,0.373
B2-dros-Drose-37560/275-309,0.149
B2-drh-JI748-12785/272-300,-0.028
B2-drc-G0Q07-15410/259-280,0.38
B2-drb-N0D28-09210/286-309,0.327
B2-dra-DR-0862/301-325,0.246
B2-dpu-SU48-10550/264-287,0.345
B2-dph-EHF33-04895/322-345,0.275
B2-dpd-Deipe-3139/273-294,0.307
B2-doz-HEP80-11635/291-310,0.269
B2-dok-MED134-13071/258-279,0.237
B2-doe-DENOEST-1302/265-281,0.404
B2-dmr-Deima-2482/269-287,0.325
B2-dmb-E5F05-16675/253-277,0.313
B2-dhi-LH044-16560/269-295,0.199
B2-dge-Dgeo-0523/277-298,0.357
B2-dfe-Dfer-2031/257-278,0.294
B2-dez-DKM44-06520/279-302,0.23
B2-derm-H7F30-01095/277-310,0.071
B2-deid-HLB42-03935/277-299,0.246
B2-daur-Daura-50565/275-309,0.244
B2-daqu-M8445-14920/273-295,0.289
B2-dah-DAETH-11070/276-299,0.212
B2-dact-KZZ52-59265/273-307,0.24
B2-dab-AUC44-10155/273-297,0.37
B2-cyu-UCYN-01090/291-310,0.594
B2-cyn-Cyan7425-4189/295-312,0.269
B2-cyl-AA637-04020/290-309,0.598
B2-cyh-Cyan8802-0309/291-310,0.548
B2-cyc-PCC7424-1158/291-310,0.494
B2-cya-CYA-0317/287-311,0.273
B2-cwa-CwatDRAFT-0948/291-310,0.446
B2-cvl-J8C06-05580/296-316,0.409
B2-cvi-CV-2978/267-286,0.398
B2-ctt-CtCNB1-1246/261-279,0.475
B2-ctm-Cabther-A1235/296-319,0.66
B2-cthe-Chro-0493/292-311,0.489
B2-ctez-CT3-29420/261-279,0.429
B2-csu-CSUB-C0583/265-290,0.155
B2-csha-EG350-11370/257-278,0.299
B2-csau-ACL6C3-28700/290-309,0.43
B2-cros-N8J89-28185/287-309,0.376
B2-cros-N8J89-26175/281-303,-0.004
B2-cprv-CYPRO-2099/321-339,0.015
B2-cph-Cpha266-1738/290-310,0.256
B2-cpb-Cphamn1-0969/290-311,0.151
B2-corz-MTP08-05915/257-278,0.212
B2-cnr-EB819-06260/260-282,0.281
B2-cna-AB433-09240/279-308,-0.077
B2-cmet-K6K41-01640/264-287,0.078
B2-cmb-CSW64-08135/273-304,-0.077
B2-cman-A9D14-09345/282-311,-0.113
B2-clz-BIU88-03825/290-310,0.297
B2-cly-Celly-0459/257-278,0.555
B2-cli-Clim-1585/290-309,-0.039
B2-cjap-GWK36-12670/286-307,0.445
B2-cij-WG74-04285/295-323,0.184
B2-chyd-H4K34-01080/258-279,0.216
B2-chya-V22-34170/283-311,-0.072
B2-chrp-G6R40-06660/257-278,0.235
B2-chra-F7R58-04790/260-283,0.258
B2-chq-AQ619-10255/271-302,0.113
B2-chon-NIES4102-28510/290-309,0.273
B2-chk-D4L85-20250/257-278,0.265
B2-chih-GWR21-08625/257-275,0.333
B2-chh-A0O34-20920/257-278,0.143
B2-cgc-Cyagr-2891/290-309,0.345
B2-cfu-CFU-2447/270-286,0.365
B2-cflu-ODZ84-06670/257-278,0.15
B2-cfh-C1707-14410/275-306,-0.002
B2-cep-Cri9333-2889/290-309,0.58
B2-cenp-M9799-18905/280-308,-0.181
B2-ceec-P3F56-03470/291-310,0.494
B2-cdn-BN940-12461/261-287,0.311
B2-ccz-CCALI-01286/279-306,-0.341
B2-ccro-CMC5-014430/268-290,0.102
B2-ccot-CCAX7-21630/269-287,0.023
B2-ccos-Pan44-04150/276-292,0.462
B2-cch-Cag-1175/297-316,0.082
B2-ccaz-COUCH-00050/274-301,0.001
B2-cbx-Cenrod-1402/267-284,0.449
B2-cbw-RR42-m1600/261-278,0.181
B2-cbrv-R0137-14580/287-309,0.412
B2-cbly-IPM89-13640/262-289,-0.23
B2-cbal-M667-09585/258-279,0.229
B2-cbae-COR50-11720/260-281,0.332
B2-cbaa-SRAA-0596/270-288,0.472
B2-caub-AMEJIAPC-01529/272-303,0.029
B2-cau-Caur-2684/310-335,0.1
B2-cati-CS0771-70280/274-308,0.331
B2-cati-CS0771-01860/307-323,0.314
B2-cat-CA2559-00920/258-279,0.21
B2-caru-P0E69-14730/272-301,0.168
B2-cap-CLDAP-29060/293-321,-0.27
B2-camu-CA2015-1203/260-281,0.402
B2-calt-Cal6303-5615/291-310,0.532
B2-cals-NIES3974-43260/291-310,0.285
B2-call-OZ401-004422/302-324,-0.246
B2-calh-IJ00-15385/291-310,0.467
B2-cagg-HYG79-01980/258-279,0.278
B2-cag-Cagg-0937/310-331,0.12
B2-caen-K5X80-13440/274-302,-0.011
B2-bvr-BVIR-594/281-303,0.146
B2-bvo-Pan97-09540/264-292,0.064
B2-bsen-DP114-24220/291-310,0.414
B2-bsed-DN745-03175/285-310,0.278
B2-brt-J4N02-13495/273-307,-0.044
B2-brt-J4N02-03600/270-299,0.228
B2-bros-QUH67-09795/266-290,0.136
B2-brf-E4M01-08545/272-303,0.202
B2-brea-HZ989-10870/275-306,0.262
B2-bra-BRADO6506/276-305,0.094
B2-boy-LQG66-16005/263-286,0.137
B2-bos-BSY19-4062/274-296,0.087
B2-bmaa-T8S45-13750/269-297,0.078
B2-blap-MVA48-06275/272-306,-0.044
B2-blag-BLTE-02260/283-305,0.313
B2-bia-GMA17-02080/258-279,0.141
B2-bgz-XH91-02615/263-286,0.153
B2-bgoe-IFJ75-10155/274-305,0.27
B2-bgl-bglu-1g13400/263-279,0.119
B2-beb-AEM42-08775/261-277,0.419
B2-bbet-F8237-24640/266-290,0.141
B2-bbau-AEM51-00695/257-278,0.282
B2-bbar-RHAL1-03021/276-297,0.012
B2-bbag-E1O-14380/261-282,0.111
B2-bbae-FRD01-09485/266-290,0.337
B2-bba-Bd1725/264-288,0.554
B2-bav-BAV2418/261-287,0.199
B2-azi-AzCIB-2651/261-277,0.335
B2-aym-YM304-37420/296-310,0.071
B2-aws-ACN3XK-17195/272-306,-0.123
B2-aue-C5O00-10055/258-280,0.142
B2-aub-LXB15-16105/287-315,-0.257
B2-atm-ANT-13460/271-297,0.362
B2-atl-Athai-67540/279-296,0.046
B2-atl-Athai-59100/279-297,-0.022
B2-athm-L1857-19490/283-316,-0.034
B2-ater-MW290-02590/273-295,0.291
B2-atep-Atep-25220/281-302,0.423
B2-asx-CDL62-12190/256-277,0.291
B2-aswu-HUW51-16665/256-277,0.254
B2-asul-DFR86-00645/251-276,0.34
B2-asub-NLZ15-09175/272-300,0.144
B2-aser-Asera-27750/281-298,0.078
B2-asd-AS9A-1304/281-305,0.032
B2-asag-FGM00-11465/258-279,0.275
B2-asac-ATHSA-1564/255-272,0.313
B2-ars-ADJ73-01535/272-294,0.454
B2-aroo-NQK81-06120/287-320,0.018
B2-ark-D6B99-09670/257-278,0.217
B2-arhd-VSH64-00785/282-307,0.138
B2-arac-E0W69-006370/257-278,0.239
B2-aqe-NBT05-16500/258-279,0.231
B2-aqb-D1818-22400/258-279,0.265
B2-aqb-D1818-07560/257-278,0.292
B2-aprt-MUY14-19360/287-313,-0.016
B2-apop-AB6B39-08955/277-304,-0.036
B2-apc-HIMB59-00004240/252-279,0.256
B2-apb-SAR116-2129/270-294,0.064
B2-apau-AMPC-20770/284-312,0.247
B2-aori-SD37-26370/287-320,0.129
B2-anw-QP939-37020/287-314,-0.059
B2-anp-FK178-00700/258-279,0.34
B2-anh-A6F65-00929/301-329,0.054
B2-ana-alr1833/291-310,0.343
B2-amyz-HUW46-01060/284-305,0.023
B2-amys-CVV72-17645/282-309,0.064
B2-amyc-CU254-09455/282-307,0.125
B2-amx-AM2010-155/306-334,-0.061
B2-amv-ACMV-18850/264-287,0.22
B2-amr-AM1-4825/296-313,0.379
B2-amog-QRX60-25325/278-308,0.106
B2-amm-AMES-4026/287-320,0.154
B2-amim-MIM-c14990/261-293,0.303
B2-ami-Amir-3811/288-310,0.249
B2-amaz-LUW76-23950/268-297,-0.224
B2-amax-ABWH92-08940/251-274,0.105
B2-aman-B6F84-05730/252-277,0.304
B2-alx-LVQ62-05430/271-292,0.513
B2-altn-LBX01-16005/291-319,0.009
B2-alti-ALE3EI-0047/258-280,0.13
B2-altc-P7228-09410/280-308,0.128
B2-als-DJ013-12910/258-279,0.105
B2-alo-CRK55726/273-303,0.122
B2-alm-AO498-03150/259-280,0.37
B2-alkl-MM271-11085/263-283,0.031
B2-alh-G6N82-05720/284-312,0.019
B2-alb-AEB-P3493/297-324,0.267
B2-aic-JK629-10100/258-280,0.198
B2-ahz-APS56-04135/258-279,0.062
B2-ahm-TL08-09880/283-308,0.239
B2-ahg-AHOG-09555/283-317,-0.103
B2-ahai-AB8619-00075/270-286,0.355
B2-agv-OJF2-57960/271-299,0.258
B2-agra-AGRA3207-003216/270-301,-0.074
B2-agla-OIE69-39930/289-323,0.012
B2-agl-PYTT-2048/260-288,0.338
B2-agi-FSB73-21695/257-278,0.318
